gender,age_category,married,state,number_of_referals_group,tenure,value_deal,phone_service,multiple_lines,internet_service,contract,paperless_billing,payment_method,internet_type_fill,online_security_fill,online_backup_fill,device_protection_plan_fill,premium_support_fill,streaming_tv_fill,streaming_movies_fill,streaming_music_fill,unlimited_data_fill,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_status
0,0,1,21,1,2,1,1,1,1,0,1,0,2,0,0,1,1,1,1,1,1,10415,574305,0,0,58355,63266,1
0,5,0,4,0,2,1,1,1,1,2,1,0,2,0,0,0,1,1,1,1,1,1004,57498,0,0,274572,849552,0
0,0,1,9,2,2,5,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,11115,450715,0,0,125378,576093,0
0,3,0,17,1,1,3,1,0,1,0,1,1,2,1,0,0,0,1,0,0,1,8515,97905,0,0,19164,117069,0
1,0,0,9,3,2,5,1,0,1,0,0,2,1,1,1,1,0,0,0,0,1,612,20212,0,0,13433,33645,0
0,1,1,18,0,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,245,464,0,0,0,464,0
0,3,0,19,3,1,3,1,1,0,2,1,0,2,0,0,0,0,0,0,0,1,2555,5074,0,0,737,12444,0
0,1,1,15,1,0,5,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,305,305,0,0,0,305,1
0,2,1,19,0,0,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,195,102635,0,0,199265,3019,0
0,2,1,6,0,2,4,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1965,1965,0,0,2367,4332,0
0,2,0,9,3,2,5,1,1,1,1,1,0,2,0,1,1,0,1,1,1,0,10515,7555,0,60,74266,835766,0
0,4,1,21,0,2,5,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,7105,344485,0,0,230,367485,1
1,2,0,5,3,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1995,10045,0,0,52896,153346,0
1,6,0,12,3,0,5,1,1,1,1,1,1,2,0,0,1,0,1,1,0,1,1014,684105,0,0,260295,9444,0
0,1,1,9,2,2,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,19,789,0,0,8064,15954,0
0,1,0,5,1,0,5,1,0,1,2,1,0,2,0,1,1,0,1,1,1,1,995,236905,195,0,12105,356005,1
0,0,0,19,0,2,5,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,568,311205,0,0,1298,324185,0
1,3,0,18,2,2,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,197,13798,0,0,345888,483868,0
0,0,1,12,3,1,4,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1985,6375,0,0,7725,141,1
0,5,0,19,0,1,5,1,1,1,0,0,1,2,0,1,0,0,1,0,0,1,89,12883,4569,0,2505,126766,0
1,4,0,0,3,2,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,188,2792,0,0,32623,60543,0
1,4,0,12,1,0,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,2525,589,0,0,0,589,1
1,6,1,12,0,2,5,1,1,1,2,1,0,2,0,1,0,0,1,1,0,1,965,34361,0,0,59796,403406,1
0,4,1,9,0,2,4,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2025,18615,0,0,234,20955,0
1,6,1,2,3,2,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2545,178965,0,0,264475,44344,0
0,1,1,11,1,1,1,1,0,1,2,1,1,2,0,1,1,0,0,0,0,0,803,489635,0,40,118944,612579,0
1,0,1,0,1,2,1,1,0,1,1,1,0,2,0,1,0,1,0,0,0,1,7995,436205,0,0,25218,688385,0
1,4,1,19,3,1,4,1,0,1,2,1,0,2,0,1,0,0,0,1,1,1,86,86,0,0,2882,11482,1
0,1,1,5,2,2,5,1,0,1,2,1,2,0,1,0,1,0,0,1,1,1,889,45415,0,0,20785,662,1
1,5,0,21,2,1,3,1,0,1,0,1,2,1,1,0,1,1,0,1,1,1,6975,15454,0,0,109956,264496,0
0,2,0,15,3,0,4,1,0,1,2,0,2,1,0,0,0,0,0,0,0,1,444,444,0,0,3244,7684,1
0,1,1,6,0,1,5,1,1,1,2,1,0,2,1,1,1,1,1,1,1,1,1136,459495,0,0,20541,480036,1
1,3,1,19,1,0,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,25,3007,0,0,16544,46614,0
1,5,1,17,1,1,4,1,0,1,2,1,0,0,1,0,1,0,0,0,0,1,558,558,0,0,2622,8202,1
0,2,1,4,2,0,3,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,194,1981,0,0,99,2971,0
0,3,1,18,1,2,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,246,12664,4791,0,175236,297085,0
1,4,1,4,0,1,5,1,1,1,0,1,1,2,0,1,1,0,1,0,0,1,9795,593655,0,0,70742,664397,0
0,2,1,7,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1945,12086,0,0,127872,248732,0
1,5,1,16,3,0,5,1,0,1,2,1,1,2,0,0,0,0,0,1,1,1,8085,8085,0,0,1491,9576,1
0,5,0,4,3,0,2,1,1,1,0,1,0,2,1,0,0,0,0,1,0,1,8905,217745,0,0,84075,30182,1
0,2,0,19,0,2,5,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,81,35336,0,0,117045,470405,0
0,3,1,11,3,2,5,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,3545,195895,0,0,0,195895,0
0,1,0,12,2,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,195,114785,0,0,110625,22541,0
1,2,1,8,2,1,5,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,598,38082,0,0,66495,447315,0
0,5,1,7,1,0,4,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,7435,3348,0,0,2288,5636,1
0,3,0,0,1,2,1,1,0,1,2,0,1,2,0,1,0,0,0,0,0,1,748,29717,0,0,7428,37145,0
1,2,1,2,0,1,2,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,821,26031,0,0,5346,265656,0
0,4,0,12,0,2,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,20,83355,0,0,13188,96543,0
0,1,1,6,2,1,0,1,1,1,1,0,1,2,0,1,1,1,0,0,0,1,902,629765,0,0,23188,652953,0
0,3,1,15,3,1,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,254,17109,0,0,246888,417978,0
1,2,1,0,3,1,5,1,0,1,2,0,1,1,0,1,0,1,0,0,0,1,548,4528,0,0,40014,85294,0
0,0,1,17,1,2,2,1,0,1,2,1,0,2,0,1,0,0,0,0,0,1,761,20934,3014,0,107109,313435,0
1,2,0,17,0,2,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2035,2035,0,0,4409,6444,0
0,5,1,6,3,1,5,1,1,1,1,1,0,2,0,1,1,0,1,1,0,1,1088,708245,2152,0,315445,1021538,0
0,1,1,9,2,0,5,1,1,1,0,1,0,2,1,1,1,0,1,1,1,1,10825,54314,0,0,2079,75104,0
1,1,0,12,2,2,4,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,2015,1655,0,0,2296,18846,0
1,0,0,9,0,0,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,251,1725,0,0,132795,305295,0
0,1,1,4,3,1,3,1,1,1,2,1,0,2,1,1,0,0,1,0,0,1,9665,12445,0,0,22126,146576,1
0,3,1,1,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,205,7905,0,0,17892,25797,0
0,3,0,3,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4945,111935,0,0,59455,17139,0
1,5,0,13,1,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,11495,81964,0,0,153936,973576,0
0,3,1,15,1,1,5,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,3425,16355,0,0,0,16355,0
1,6,1,19,2,1,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1985,18315,0,0,20511,38826,0
0,0,0,15,1,2,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,20,1854,0,0,3939,5793,0
0,4,1,12,0,2,5,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,7455,6229,3325,0,15804,74769,1
0,4,0,16,1,1,5,1,0,1,2,1,0,2,0,1,0,0,1,0,0,1,8355,132915,0,0,38437,171352,0
0,1,0,12,0,2,3,1,0,1,2,0,0,1,1,1,0,1,0,0,0,1,5945,78085,0,0,59696,137781,0
1,2,0,17,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,861,48905,0,110,128412,628462,0
1,0,0,15,3,1,4,1,0,1,2,1,0,2,0,0,0,0,1,1,1,1,899,899,0,0,3285,12275,1
0,3,0,17,1,1,5,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,6995,5295,0,0,24794,77744,1
1,2,1,19,1,2,3,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2625,6059,0,0,11616,72206,0
0,5,0,9,3,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,648,473235,0,0,0,473235,0
0,5,1,9,2,0,5,1,0,1,2,1,0,2,0,1,0,0,1,0,0,1,871,7136,0,0,31208,102568,0
0,0,0,15,3,2,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,898,651045,0,0,323424,974469,0
0,5,1,11,1,2,5,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,6845,4014,0,0,150192,551592,0
0,4,1,5,1,0,5,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,2985,756,0,0,0,756,1
0,0,1,0,0,2,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2055,2055,0,0,3792,5847,1
1,3,0,0,2,2,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,743,469805,0,0,237646,707451,0
1,2,1,21,1,1,5,1,0,1,2,1,0,2,0,1,0,0,0,1,1,0,8535,43386,0,90,250276,693136,1
1,0,1,9,0,0,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,20,41765,973,0,772,117992,0
0,1,0,15,3,1,5,1,1,1,2,1,0,2,0,0,0,1,1,1,1,1,9985,177695,0,0,65682,243377,1
0,3,0,21,1,0,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,248,147625,0,0,102176,249801,0
1,1,0,10,3,0,5,1,0,1,2,1,0,2,1,0,0,0,1,1,1,0,9425,148325,0,140,32704,195029,1
1,2,0,15,0,0,1,1,1,1,2,1,0,2,0,1,1,0,0,0,0,1,8325,49491,0,0,184257,679167,0
0,5,0,11,1,1,5,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,3345,150025,0,40,0,154025,0
1,3,1,1,0,0,5,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,199,13551,4218,0,157762,289054,0
1,3,1,19,1,0,1,1,1,1,2,1,0,2,0,1,1,0,1,1,1,1,10635,48491,0,0,68338,553248,0
0,2,1,12,0,0,5,1,0,1,2,1,0,2,0,1,1,0,0,0,0,1,7925,111165,4825,0,43602,149942,1
1,0,1,6,1,2,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,403,17948,0,0,0,17948,0
1,6,0,4,1,0,5,1,1,1,2,1,0,2,0,0,0,0,1,1,0,1,9425,197375,0,0,44415,24179,1
0,1,1,18,2,0,5,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,802,35816,0,0,146071,504231,0
1,4,1,15,0,2,5,1,0,1,2,1,0,1,0,1,0,0,0,0,0,1,4905,59305,2932,0,53736,110109,0
0,2,1,10,1,0,5,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,45,9645,0,30,345,16095,1
0,1,0,17,3,0,5,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,899,595885,0,0,239976,835861,0
1,2,0,13,0,0,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2545,95845,0,0,181623,277468,0
0,1,1,17,2,1,4,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,5925,4366,0,0,3856,8222,0
0,5,0,17,1,2,5,1,0,1,1,1,1,2,0,0,1,0,1,0,0,1,857,2067,0,0,120224,326924,0
0,2,0,6,2,2,5,1,1,1,1,1,0,2,0,1,0,1,0,0,0,1,848,61524,0,0,239057,854297,0
0,0,0,5,0,0,5,1,0,1,0,1,1,2,1,1,0,0,0,0,0,1,8145,498305,1415,0,245954,742844,0
1,4,1,11,1,0,3,1,0,1,2,1,1,2,0,0,1,0,1,1,1,1,959,17779,0,0,62263,240053,1
1,1,1,21,0,1,5,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,-10,609425,32,0,87264,696369,0
1,0,0,15,3,2,4,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,2025,1747,0,0,34881,52351,0
1,3,0,19,0,2,4,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,2425,9605,0,0,0,9605,1
0,0,1,5,1,2,5,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,7045,430045,0,0,226548,656593,0
0,0,1,11,3,2,5,1,0,1,2,1,0,2,0,0,1,0,1,1,1,1,9475,75955,0,0,17712,93667,0
0,3,1,5,2,0,3,1,0,1,2,1,0,2,0,0,1,0,1,1,1,1,968,174305,0,0,20292,194597,0
0,5,1,18,0,2,5,1,1,1,2,0,0,2,0,0,1,0,1,1,1,0,-5,47472,0,140,14006,502726,0
1,1,0,8,3,2,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,2055,106765,0,0,23455,341315,0
0,2,1,17,0,0,4,0,0,1,2,0,1,0,1,1,0,1,0,1,1,1,5095,3076,0,0,0,3076,0
0,5,0,18,1,2,5,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,802,121725,0,0,1812,139845,1
1,2,1,19,1,2,4,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,5015,5015,0,0,3987,9002,0
1,0,1,21,0,2,5,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,543,23171,0,10,0,23271,0
1,3,0,21,1,2,5,1,0,1,2,1,0,2,0,0,0,0,1,0,0,1,79,30315,0,0,11028,41343,1
0,1,1,9,0,0,4,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,197,1689,0,0,1772,3461,0
0,4,0,5,3,1,5,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,639,333495,0,0,0,333495,0
0,2,0,15,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,11715,85295,0,0,179208,1032158,0
0,4,0,15,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,198,2296,0,0,4518,6814,1
0,1,1,11,3,1,5,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,837,60969,0,0,11556,72525,0
0,3,1,17,2,2,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,251,93095,0,0,125244,218339,0
0,2,0,9,3,2,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,248,18743,1626,0,98784,284588,0
1,1,1,7,0,0,5,1,1,1,2,0,0,1,1,1,0,1,0,0,0,1,6625,290735,641,0,11223,402324,0
1,3,0,16,0,2,5,0,0,1,2,0,1,1,1,1,0,1,0,0,0,1,424,1464,0,0,0,1464,0
1,4,1,19,3,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2535,7233,0,0,1281,8514,0
0,1,1,15,3,1,5,1,1,1,2,1,0,2,0,0,1,1,0,0,0,1,848,395885,0,0,18768,414653,0
1,3,0,15,3,0,5,1,1,1,2,1,0,2,1,0,0,0,0,1,1,1,8805,8013,0,0,20169,100299,0
1,1,1,18,3,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,647,474605,0,140,0,488605,0
0,0,0,12,3,2,5,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,198,7261,0,0,30377,102987,0
0,5,0,1,1,1,5,1,0,1,1,0,0,2,0,0,1,1,1,0,0,1,90,337175,0,0,5772,394895,0
1,3,1,21,0,0,5,1,0,1,2,1,0,2,0,0,1,0,0,0,0,0,738,7043,0,50,1665,77095,0
0,5,1,10,1,2,5,1,1,1,0,1,0,2,0,0,1,0,1,1,1,1,995,5890,0,0,143193,732193,0
1,3,0,9,2,1,5,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,7165,7165,0,0,1754,8919,1
0,4,0,6,3,1,4,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,202,12365,0,0,25908,38273,0
0,0,1,2,1,2,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,197,14219,0,0,201384,343574,0
0,0,0,9,0,0,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,204,204,0,0,4591,6631,0
0,0,0,1,3,2,5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,8515,63162,0,0,232992,864612,0
0,3,0,16,3,0,5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,638,46843,0,0,0,46843,0
0,2,1,5,3,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,569,25601,0,0,17687,43288,0
0,3,1,12,0,0,5,1,0,1,0,1,0,2,0,0,1,0,1,0,0,1,8505,335565,3815,0,5764,38939,0
1,4,0,17,3,0,5,1,0,1,2,1,0,2,0,1,0,0,0,0,0,1,745,60655,0,0,1424,62079,1
0,0,0,19,0,1,5,1,0,1,2,0,1,0,0,0,0,0,0,0,1,1,4505,4505,0,0,4803,9308,1
0,3,0,16,3,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2035,33595,0,0,6996,103555,0
1,1,0,9,1,1,5,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,612,439025,0,0,0,439025,0
0,4,0,12,3,0,5,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,54,244025,547,0,0,243478,0
0,6,0,11,3,2,1,1,1,1,2,1,0,0,0,1,1,0,0,0,0,1,842,414605,0,0,222258,636863,1
0,2,0,11,1,2,3,1,1,0,2,1,0,2,0,0,0,0,0,0,0,1,24,22655,0,0,301,25665,0
0,2,0,6,3,1,5,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,4415,4415,0,0,877,5292,1
1,1,0,12,0,1,5,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,2065,70205,4376,0,29636,95465,0
0,1,1,19,0,1,5,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,4505,25601,0,0,0,25601,0
0,4,1,4,3,2,4,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,696,696,0,0,458,1154,1
1,4,1,11,1,1,5,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,7525,23445,199,0,90086,324337,0
0,1,0,19,3,0,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1915,1915,0,0,2237,4152,0
0,1,1,7,0,1,5,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,2055,9457,0,0,210043,304613,0
0,1,1,5,1,0,5,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,5055,5055,0,0,3096,8151,1
0,5,0,18,0,0,5,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,7485,218175,0,0,1215,339675,0
0,3,1,16,0,1,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8515,446185,0,0,166504,612689,0
1,4,1,10,1,0,5,1,1,1,0,1,1,2,1,0,1,1,1,1,1,1,110,713865,0,0,215215,92908,0
0,4,0,9,0,1,3,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,201,22135,0,0,36366,58501,1
0,0,1,11,3,2,5,1,1,1,1,1,1,2,1,0,1,0,1,1,1,1,10605,698135,0,0,155166,853301,1
1,2,1,0,0,1,5,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,244,20395,0,0,18544,38939,0
1,5,0,6,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,7485,445635,0,0,2934,739035,0
0,1,1,16,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,5005,29115,0,0,0,29115,0
0,4,0,6,1,0,5,1,1,1,2,0,1,1,0,1,0,1,0,1,1,1,6815,26563,0,0,80522,346152,0
1,5,1,15,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,8985,629345,0,140,265469,908814,0
0,3,1,11,2,0,3,1,1,1,2,0,2,1,0,0,0,0,1,1,1,1,696,139455,0,0,26144,165599,0
0,4,1,17,1,1,5,1,0,1,2,0,1,2,1,0,0,0,0,1,1,0,855,40423,0,50,171926,581156,1
0,2,0,0,3,1,5,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,466,879,0,0,374,9164,0
0,0,1,11,0,2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,804,572715,0,0,128084,700799,0
0,4,1,0,0,2,3,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2525,5665,0,0,10538,67188,0
0,2,1,2,3,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2525,2525,0,10,0,3525,0
0,2,0,6,2,1,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,88,61619,0,40,295868,916058,0
1,4,1,12,3,1,5,1,1,1,1,1,0,2,0,1,0,0,0,1,0,1,-8,49318,0,0,100332,593512,0
0,3,0,19,2,0,5,1,1,1,2,1,0,2,1,0,0,0,0,0,0,1,7905,4345,0,0,11844,55294,1
1,4,0,17,2,0,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-7,646315,0,0,321192,967507,0
0,4,1,1,0,2,5,1,0,1,2,1,0,2,0,1,0,0,0,0,0,1,7365,14635,0,0,1074,15709,1
1,0,0,7,1,1,5,1,0,1,2,1,0,0,0,0,1,0,0,0,0,1,5015,16815,0,0,4062,20877,1
0,4,0,4,3,2,4,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,742,742,0,0,4895,12315,1
0,0,1,19,3,2,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1955,1955,0,0,51,2465,0
1,0,1,9,0,2,5,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,2495,171835,0,0,311328,483163,0
0,3,1,12,3,1,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,211,49065,0,0,4944,98505,0
1,0,1,7,2,2,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,253,253,0,10,0,353,1
0,3,1,7,0,0,0,1,1,1,0,1,0,2,0,1,0,1,1,1,1,1,1047,722035,0,0,141036,863071,1
0,4,1,6,0,0,5,1,1,1,1,0,0,2,1,1,0,1,1,0,0,1,999,72517,0,0,170352,895522,0
1,3,0,5,3,0,5,1,0,1,2,1,0,2,0,1,1,1,1,1,1,1,1028,211015,0,0,35007,246022,1
0,4,0,9,1,2,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,196,8512,0,0,73922,159042,0
1,4,0,6,3,1,5,0,0,1,2,1,1,1,0,1,0,0,0,0,0,1,3005,152945,0,0,0,152945,0
1,6,0,21,1,2,2,1,0,1,0,1,0,2,0,1,1,0,1,1,0,0,10145,29486,0,60,19111,319971,0
0,3,0,20,1,1,5,0,0,1,2,0,1,1,0,0,0,1,1,1,1,1,512,15615,0,0,0,15615,1
1,2,0,12,0,2,3,1,0,1,2,1,2,0,1,0,0,0,1,1,1,1,6985,8375,0,0,32484,116234,0
0,5,1,6,0,1,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,447,937,0,0,8286,17656,1
0,1,0,18,0,2,2,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,2045,790,0,0,141921,220921,0
1,2,1,9,3,1,5,0,0,1,2,1,1,1,1,1,1,1,1,0,0,1,55,116555,0,0,0,116555,0
0,5,0,0,1,2,5,1,1,1,2,0,0,2,1,1,1,1,1,1,0,1,11745,54389,0,0,206592,750482,1
1,2,1,12,0,0,4,0,0,1,2,1,0,1,0,0,0,0,0,1,1,0,351,6875,0,10,0,7875,1
0,0,1,2,1,2,5,1,0,1,2,0,1,2,0,0,0,0,0,0,0,1,-2,1407,0,0,7212,21282,1
1,1,1,17,1,2,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,8475,283945,0,0,30906,314851,0
1,3,1,6,1,0,5,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,6915,6915,0,0,22,7135,1
1,6,1,7,0,2,5,1,1,1,2,1,0,2,0,0,1,0,1,1,0,1,9945,120015,0,0,26268,146283,1
1,1,0,15,1,0,4,1,0,1,2,1,0,2,0,0,1,1,1,1,1,1,981,3963,0,0,2252,41882,1
0,3,0,19,3,0,5,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,683,43788,0,0,149056,586936,0
0,2,1,18,3,0,5,1,1,1,2,1,0,2,0,0,0,0,0,1,1,1,841,173745,0,0,103005,27675,0
0,4,0,16,0,1,5,1,1,1,2,1,1,2,0,0,0,0,0,0,0,1,752,63385,0,0,8343,71728,0
0,3,0,5,1,0,5,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1,306,85635,0,0,0,85635,1
0,6,1,12,1,2,5,1,0,1,1,1,0,2,1,0,0,0,0,1,0,1,8345,314715,2498,0,12996,325213,0
0,5,1,19,1,1,1,1,1,1,2,1,0,2,0,0,1,0,1,1,1,1,987,58126,0,0,18444,599704,1
0,2,1,5,0,2,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2085,10716,0,0,205296,312456,0
0,3,0,7,1,2,2,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,803,305865,0,0,160132,465997,1
0,3,1,21,1,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,247,164275,0,0,25792,190067,0
0,2,1,20,1,2,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2295,101425,0,0,5859,160015,0
0,0,0,15,0,1,5,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,4485,89355,0,0,0,89355,1
0,2,1,7,0,0,5,1,0,1,2,0,1,2,0,0,0,0,1,1,1,1,897,495295,4166,0,21224,512353,0
0,2,0,0,1,1,3,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,196,397,0,0,5796,9766,0
0,5,1,13,1,2,5,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,4585,4585,0,0,4038,8623,0
0,1,1,19,2,2,5,1,1,1,2,0,1,2,0,0,0,0,0,0,0,1,7545,48075,0,0,1267,60745,1
1,0,0,19,1,2,1,1,0,1,0,1,1,2,1,0,1,0,0,0,1,1,8115,52245,0,0,217413,739863,0
1,2,0,12,3,2,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,199,5501,0,0,648,6149,0
1,2,0,21,2,1,4,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,208,208,0,0,4814,6894,0
1,1,0,12,3,2,5,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,8045,24291,0,0,114917,357827,0
1,2,1,3,2,2,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,92,64744,0,110,311688,970128,0
0,3,1,6,3,1,3,1,1,1,2,1,0,2,0,1,0,0,0,1,1,0,8915,105755,0,70,41676,154431,0
0,4,1,16,2,2,5,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,5535,163695,0,0,0,163695,0
1,2,0,18,1,2,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,197,197,0,0,191,2161,1
1,3,0,19,1,2,5,1,1,1,1,1,0,2,0,1,1,0,1,1,1,1,1081,506745,0,0,47568,554313,0
0,0,0,16,3,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,5565,388005,0,0,0,388005,0
1,3,0,19,3,0,2,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,5955,20163,0,0,0,20163,0
0,2,1,19,2,1,3,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,355,5527,0,80,0,6327,0
